room|SODA1C400A_ARS|C
room temp setpoint|SODA1C400A_ARS|ARS
room-id|SODA1C400A_ARS|400A
site|SODA1C400A_ARS|SOD
ahu|SODA1C400A_ART|A
ahu-id|SODA1C400A_ART|1
room|SODA1C400A_ART|C
room temp|SODA1C400A_ART|ART
room-id|SODA1C400A_ART|400A
site|SODA1C400A_ART|SOD
ahu|SODA1C400A_ASO|A
ahu-id|SODA1C400A_ASO|1
room|SODA1C400A_ASO|C
room-id|SODA1C400A_ASO|400A
site|SODA1C400A_ASO|SOD
temp setpoint off|SODA1C400A_ASO|ASO
ahu|SODA1C400BRVAV|A
ahu-id|SODA1C400BRVAV|1
room|SODA1C400BRVAV|C
room-id|SODA1C400BRVAV|400B
site|SODA1C400BRVAV|SOD
vav reheat discharge air pressure sensor|SODA1C400BRVAV|RVAV
ahu|SODA1C400B_AGN|A
ahu-id|SODA1C400B_AGN|1
pid loop gain|SODA1C400B_AGN|AGN
room|SODA1C400B_AGN|C
room-id|SODA1C400B_AGN|400B
site|SODA1C400B_AGN|SOD
ahu|SODA1C400B_ARS|A
ahu-id|SODA1C400B_ARS|1
room|SODA1C400B_ARS|C
room temp setpoint|SODA1C400B_ARS|ARS
room-id|SODA1C400B_ARS|400B
site|SODA1C400B_ARS|SOD
ahu|SODA1C400B_ART|A
ahu-id|SODA1C400B_ART|1
room|SODA1C400B_ART|C
room temp|SODA1C400B_ART|ART
room-id|SODA1C400B_ART|400B
site|SODA1C400B_ART|SOD
ahu|SODA1C400B_ASO|A
ahu-id|SODA1C400B_ASO|1
room|SODA1C400B_ASO|C
room-id|SODA1C400B_ASO|400B
site|SODA1C400B_ASO|SOD
temp setpoint off|SODA1C400B_ASO|ASO
ahu|SODA1C400C_AGN|A
ahu-id|SODA1C400C_AGN|1
pid loop gain|SODA1C400C_AGN|AGN
room|SODA1C400C_AGN|C
room-id|SODA1C400C_AGN|400C
site|SODA1C400C_AGN|SOD
ahu|SODA1C400C_ARS|A
ahu-id|SODA1C400C_ARS|1
room|SODA1C400C_ARS|C
room temp setpoint|SODA1C400C_ARS|ARS
room-id|SODA1C400C_ARS|400C
site|SODA1C400C_ARS|SOD
ahu|SODA1C400C_ART|A
ahu-id|SODA1C400C_ART|1
room|SODA1C400C_ART|C
room temp|SODA1C400C_ART|ART
room-id|SODA1C400C_ART|400C
site|SODA1C400C_ART|SOD
ahu|SODA1C400C_ASO|A
ahu-id|SODA1C400C_ASO|1
room|SODA1C400C_ASO|C
room-id|SODA1C400C_ASO|400C
site|SODA1C400C_ASO|SOD
temp setpoint off|SODA1C400C_ASO|ASO
ahu|SODA1C400C_VAV|A
ahu-id|SODA1C400C_VAV|1
discharge air pressure sensor|SODA1C400C_VAV|VAV
room|SODA1C400C_VAV|C
room-id|SODA1C400C_VAV|400C
site|SODA1C400C_VAV|SOD
ahu|SODA1C500A_AGN|A
ahu-id|SODA1C500A_AGN|1
pid loop gain|SODA1C500A_AGN|AGN
room|SODA1C500A_AGN|C
room-id|SODA1C500A_AGN|500A
site|SODA1C500A_AGN|SOD
ahu|SODA1C500A_ARS|A
ahu-id|SODA1C500A_ARS|1
room|SODA1C500A_ARS|C
room temp setpoint|SODA1C500A_ARS|ARS
room-id|SODA1C500A_ARS|500A
site|SODA1C500A_ARS|SOD
ahu|SODA1C500A_ART|A
ahu-id|SODA1C500A_ART|1
room|SODA1C500A_ART|C
room temp|SODA1C500A_ART|ART
room-id|SODA1C500A_ART|500A
site|SODA1C500A_ART|SOD
ahu|SODA1C500A_ASO|A
ahu-id|SODA1C500A_ASO|1
room|SODA1C500A_ASO|C
room-id|SODA1C500A_ASO|500A
site|SODA1C500A_ASO|SOD
temp setpoint off|SODA1C500A_ASO|ASO
ahu|SODA1C500B_AGN|A
ahu-id|SODA1C500B_AGN|1
pid loop gain|SODA1C500B_AGN|AGN
room|SODA1C500B_AGN|C
room-id|SODA1C500B_AGN|500B
site|SODA1C500B_AGN|SOD
ahu|SODA1C500B_ARS|A
ahu-id|SODA1C500B_ARS|1
room|SODA1C500B_ARS|C
room temp setpoint|SODA1C500B_ARS|ARS
room-id|SODA1C500B_ARS|500B
site|SODA1C500B_ARS|SOD
ahu|SODA1C500B_ART|A
ahu-id|SODA1C500B_ART|1
room|SODA1C500B_ART|C
room temp|SODA1C500B_ART|ART
room-id|SODA1C500B_ART|500B
site|SODA1C500B_ART|SOD
ahu|SODA1C500B_ASO|A
ahu-id|SODA1C500B_ASO|1
room|SODA1C500B_ASO|C
room-id|SODA1C500B_ASO|500B
site|SODA1C500B_ASO|SOD
temp setpoint off|SODA1C500B_ASO|ASO
ahu|SODA1C600A_AGN|A
ahu-id|SODA1C600A_AGN|1
pid loop gain|SODA1C600A_AGN|AGN
room|SODA1C600A_AGN|C
room-id|SODA1C600A_AGN|600A
site|SODA1C600A_AGN|SOD
ahu|SODA1C600A_ARS|A
ahu-id|SODA1C600A_ARS|1
room|SODA1C600A_ARS|C
room temp setpoint|SODA1C600A_ARS|ARS
room-id|SODA1C600A_ARS|600A
site|SODA1C600A_ARS|SOD
ahu|SODA1C600A_ART|A
ahu-id|SODA1C600A_ART|1
room|SODA1C600A_ART|C
room temp|SODA1C600A_ART|ART
room-id|SODA1C600A_ART|600A
site|SODA1C600A_ART|SOD
ahu|SODA1C600A_ASO|A
ahu-id|SODA1C600A_ASO|1
room|SODA1C600A_ASO|C
room-id|SODA1C600A_ASO|600A
site|SODA1C600A_ASO|SOD
temp setpoint off|SODA1C600A_ASO|ASO
ahu|SODA1C600B_AGN|A
ahu-id|SODA1C600B_AGN|1
pid loop gain|SODA1C600B_AGN|AGN
room|SODA1C600B_AGN|C
room-id|SODA1C600B_AGN|600B
site|SODA1C600B_AGN|SOD
ahu|SODA1C600B_ARS|A
ahu-id|SODA1C600B_ARS|1
room|SODA1C600B_ARS|C
room temp setpoint|SODA1C600B_ARS|ARS
room-id|SODA1C600B_ARS|600B
site|SODA1C600B_ARS|SOD
ahu|SODA1C600B_ART|A
ahu-id|SODA1C600B_ART|1
room|SODA1C600B_ART|C
room temp|SODA1C600B_ART|ART
room-id|SODA1C600B_ART|600B
site|SODA1C600B_ART|SOD
ahu|SODA1C600B_ASO|A
ahu-id|SODA1C600B_ASO|1
room|SODA1C600B_ASO|C
room-id|SODA1C600B_ASO|600B
site|SODA1C600B_ASO|SOD
temp setpoint off|SODA1C600B_ASO|ASO
ahu|SODA1C700ARVAV|A
ahu-id|SODA1C700ARVAV|1
room|SODA1C700ARVAV|C
room-id|SODA1C700ARVAV|700A
site|SODA1C700ARVAV|SOD
vav reheat discharge air pressure sensor|SODA1C700ARVAV|RVAV
ahu|SODA1C700A_AGN|A
ahu-id|SODA1C700A_AGN|1
pid loop gain|SODA1C700A_AGN|AGN
room|SODA1C700A_AGN|C
room-id|SODA1C700A_AGN|700A
site|SODA1C700A_AGN|SOD
ahu|SODA1C700A_ARS|A
ahu-id|SODA1C700A_ARS|1
room|SODA1C700A_ARS|C
room temp setpoint|SODA1C700A_ARS|ARS
room-id|SODA1C700A_ARS|700A
site|SODA1C700A_ARS|SOD
ahu|SODA1C700A_ART|A
ahu-id|SODA1C700A_ART|1
room|SODA1C700A_ART|C
room temp|SODA1C700A_ART|ART
room-id|SODA1C700A_ART|700A
site|SODA1C700A_ART|SOD
ahu|SODA1C700A_ASO|A
ahu-id|SODA1C700A_ASO|1
room|SODA1C700A_ASO|C
room-id|SODA1C700A_ASO|700A
site|SODA1C700A_ASO|SOD
temp setpoint off|SODA1C700A_ASO|ASO
ahu|SODA1C700BRVAV|A
ahu-id|SODA1C700BRVAV|1
room|SODA1C700BRVAV|C
room-id|SODA1C700BRVAV|700B
site|SODA1C700BRVAV|SOD
vav reheat discharge air pressure sensor|SODA1C700BRVAV|RVAV
ahu|SODA1C700B_AGN|A
ahu-id|SODA1C700B_AGN|1
pid loop gain|SODA1C700B_AGN|AGN
room|SODA1C700B_AGN|C
room-id|SODA1C700B_AGN|700B
site|SODA1C700B_AGN|SOD
ahu|SODA1C700B_ARS|A
ahu-id|SODA1C700B_ARS|1
room|SODA1C700B_ARS|C
room temp setpoint|SODA1C700B_ARS|ARS
room-id|SODA1C700B_ARS|700B
site|SODA1C700B_ARS|SOD
ahu|SODA1C700B_ART|A
ahu-id|SODA1C700B_ART|1
room|SODA1C700B_ART|C
room temp|SODA1C700B_ART|ART
room-id|SODA1C700B_ART|700B
site|SODA1C700B_ART|SOD
ahu|SODA1C700B_ASO|A
ahu-id|SODA1C700B_ASO|1
room|SODA1C700B_ASO|C
room-id|SODA1C700B_ASO|700B
site|SODA1C700B_ASO|SOD
temp setpoint off|SODA1C700B_ASO|ASO
ahu|SODA1C700CRVAV|A
ahu-id|SODA1C700CRVAV|1
room|SODA1C700CRVAV|C
room-id|SODA1C700CRVAV|700C
site|SODA1C700CRVAV|SOD
vav reheat discharge air pressure sensor|SODA1C700CRVAV|RVAV
ahu|SODA1C700C_AGN|A
ahu-id|SODA1C700C_AGN|1
pid loop gain|SODA1C700C_AGN|AGN
room|SODA1C700C_AGN|C
room-id|SODA1C700C_AGN|700C
site|SODA1C700C_AGN|SOD
ahu|SODA1C700C_ARS|A
ahu-id|SODA1C700C_ARS|1
room|SODA1C700C_ARS|C
room temp setpoint|SODA1C700C_ARS|ARS
room-id|SODA1C700C_ARS|700C
site|SODA1C700C_ARS|SOD
ahu|SODA1C700C_ART|A
ahu-id|SODA1C700C_ART|1
room|SODA1C700C_ART|C
room temp|SODA1C700C_ART|ART
room-id|SODA1C700C_ART|700C
site|SODA1C700C_ART|SOD
ahu|SODA1C700C_ASO|A
ahu-id|SODA1C700C_ASO|1
room|SODA1C700C_ASO|C
room-id|SODA1C700C_ASO|700C
site|SODA1C700C_ASO|SOD
temp setpoint off|SODA1C700C_ASO|ASO
ahu|SODA1C700DRVAV|A
ahu-id|SODA1C700DRVAV|1
room|SODA1C700DRVAV|C
room-id|SODA1C700DRVAV|700D
site|SODA1C700DRVAV|SOD
vav reheat discharge air pressure sensor|SODA1C700DRVAV|RVAV
ahu|SODA1C700D_AGN|A
ahu-id|SODA1C700D_AGN|1
pid loop gain|SODA1C700D_AGN|AGN
room|SODA1C700D_AGN|C
room-id|SODA1C700D_AGN|700D
site|SODA1C700D_AGN|SOD
ahu|SODA1C700D_ARS|A
ahu-id|SODA1C700D_ARS|1
room|SODA1C700D_ARS|C
room temp setpoint|SODA1C700D_ARS|ARS
room-id|SODA1C700D_ARS|700D
site|SODA1C700D_ARS|SOD
ahu|SODA1C700D_ART|A
ahu-id|SODA1C700D_ART|1
room|SODA1C700D_ART|C
room temp|SODA1C700D_ART|ART
room-id|SODA1C700D_ART|700D
site|SODA1C700D_ART|SOD
ahu|SODA1C700D_ASO|A
ahu-id|SODA1C700D_ASO|1
room|SODA1C700D_ASO|C
room-id|SODA1C700D_ASO|700D
site|SODA1C700D_ASO|SOD
temp setpoint off|SODA1C700D_ASO|ASO
ahu|SODA1E12DP_STA|A
ahu-id|SODA1E12DP_STA|1
differential pressure status sensor|SODA1E12DP_STA|DP_STA
exhaust fan|SODA1E12DP_STA|E
exhaust fan-id|SODA1E12DP_STA|12
site|SODA1E12DP_STA|SOD
ahu|SODA1E12_F_CFM|A
ahu-id|SODA1E12_F_CFM|1
exhaust fan|SODA1E12_F_CFM|E
exhaust fan-id|SODA1E12_F_CFM|12
filtered air volume|SODA1E12_F_CFM|F_CFM
site|SODA1E12_F_CFM|SOD
ahu|SODA1E12___CFM|A
ahu-id|SODA1E12___CFM|1
air volume|SODA1E12___CFM|CFM
exhaust fan|SODA1E12___CFM|E
exhaust fan-id|SODA1E12___CFM|12
site|SODA1E12___CFM|SOD
ahu|SODA1E12___RAT|A
ahu-id|SODA1E12___RAT|1
exhaust fan|SODA1E12___RAT|E
exhaust fan-id|SODA1E12___RAT|12
return air temp|SODA1E12___RAT|RAT
site|SODA1E12___RAT|SOD
ahu|SODA1E12___SPR|A
ahu-id|SODA1E12___SPR|1
exhaust fan|SODA1E12___SPR|E
exhaust fan-id|SODA1E12___SPR|12
fan speed reset|SODA1E12___SPR|SPR
site|SODA1E12___SPR|SOD
ahu|SODA1E12___S_S|A
ahu-id|SODA1E12___S_S|1
exhaust fan|SODA1E12___S_S|E
exhaust fan-id|SODA1E12___S_S|12
site|SODA1E12___S_S|SOD
start stop sensor|SODA1E12___S_S|S_S
ahu|SODA1E13DP_STA|A
ahu-id|SODA1E13DP_STA|1
differential pressure status sensor|SODA1E13DP_STA|DP_STA
exhaust fan|SODA1E13DP_STA|E
exhaust fan-id|SODA1E13DP_STA|13
site|SODA1E13DP_STA|SOD
ahu|SODA1E13_F_CFM|A
ahu-id|SODA1E13_F_CFM|1
exhaust fan|SODA1E13_F_CFM|E
exhaust fan-id|SODA1E13_F_CFM|13
filtered air volume|SODA1E13_F_CFM|F_CFM
site|SODA1E13_F_CFM|SOD
ahu|SODA1E13___CFM|A
ahu-id|SODA1E13___CFM|1
air volume|SODA1E13___CFM|CFM
exhaust fan|SODA1E13___CFM|E
exhaust fan-id|SODA1E13___CFM|13
site|SODA1E13___CFM|SOD
ahu|SODA1E13___SPR|A
ahu-id|SODA1E13___SPR|1
exhaust fan|SODA1E13___SPR|E
exhaust fan-id|SODA1E13___SPR|13
fan speed reset|SODA1E13___SPR|SPR
site|SODA1E13___SPR|SOD
ahu|SODA1E13___S_S|A
ahu-id|SODA1E13___S_S|1
exhaust fan|SODA1E13___S_S|E
exhaust fan-id|SODA1E13___S_S|13
site|SODA1E13___S_S|SOD
start stop sensor|SODA1E13___S_S|S_S
ahu|SODA1F1_VAV_AV|A
ahu-id|SODA1F1_VAV_AV|1
avg discharge air pressure sensor|SODA1F1_VAV_AV|VAV_AV
floor|SODA1F1_VAV_AV|F
floor-id|SODA1F1_VAV_AV|1
site|SODA1F1_VAV_AV|SOD
ahu|SODA1F1_VAV_MN|A
ahu-id|SODA1F1_VAV_MN|1
floor|SODA1F1_VAV_MN|F
floor-id|SODA1F1_VAV_MN|1
min discharge air pressure sensor|SODA1F1_VAV_MN|VAV_MN
site|SODA1F1_VAV_MN|SOD
ahu|SODA1F1_VAV_MX|A
ahu-id|SODA1F1_VAV_MX|1
floor|SODA1F1_VAV_MX|F
floor-id|SODA1F1_VAV_MX|1
max discharge air pressure sensor|SODA1F1_VAV_MX|VAV_MX
site|SODA1F1_VAV_MX|SOD
ahu|SODA1F2_VAV_AV|A
ahu-id|SODA1F2_VAV_AV|1
avg discharge air pressure sensor|SODA1F2_VAV_AV|VAV_AV
floor|SODA1F2_VAV_AV|F
floor-id|SODA1F2_VAV_AV|2
site|SODA1F2_VAV_AV|SOD
ahu|SODA1F2_VAV_MN|A
ahu-id|SODA1F2_VAV_MN|1
floor|SODA1F2_VAV_MN|F
floor-id|SODA1F2_VAV_MN|2
min discharge air pressure sensor|SODA1F2_VAV_MN|VAV_MN
site|SODA1F2_VAV_MN|SOD
ahu|SODA1F2_VAV_MX|A
ahu-id|SODA1F2_VAV_MX|1
floor|SODA1F2_VAV_MX|F
floor-id|SODA1F2_VAV_MX|2
max discharge air pressure sensor|SODA1F2_VAV_MX|VAV_MX
site|SODA1F2_VAV_MX|SOD
ahu|SODA1F3_VAV_AV|A
ahu-id|SODA1F3_VAV_AV|1
avg discharge air pressure sensor|SODA1F3_VAV_AV|VAV_AV
floor|SODA1F3_VAV_AV|F
floor-id|SODA1F3_VAV_AV|3
site|SODA1F3_VAV_AV|SOD
ahu|SODA1F3_VAV_MN|A
ahu-id|SODA1F3_VAV_MN|1
floor|SODA1F3_VAV_MN|F
floor-id|SODA1F3_VAV_MN|3
min discharge air pressure sensor|SODA1F3_VAV_MN|VAV_MN
site|SODA1F3_VAV_MN|SOD
ahu|SODA1F3_VAV_MX|A
ahu-id|SODA1F3_VAV_MX|1
floor|SODA1F3_VAV_MX|F
floor-id|SODA1F3_VAV_MX|3
max discharge air pressure sensor|SODA1F3_VAV_MX|VAV_MX
site|SODA1F3_VAV_MX|SOD
ahu|SODA1F4_VAV_AV|A
ahu-id|SODA1F4_VAV_AV|1
avg discharge air pressure sensor|SODA1F4_VAV_AV|VAV_AV
floor|SODA1F4_VAV_AV|F
floor-id|SODA1F4_VAV_AV|4
site|SODA1F4_VAV_AV|SOD
ahu|SODA1F4_VAV_MN|A
ahu-id|SODA1F4_VAV_MN|1
floor|SODA1F4_VAV_MN|F
floor-id|SODA1F4_VAV_MN|4
min discharge air pressure sensor|SODA1F4_VAV_MN|VAV_MN
site|SODA1F4_VAV_MN|SOD
ahu|SODA1F4_VAV_MX|A
ahu-id|SODA1F4_VAV_MX|1
floor|SODA1F4_VAV_MX|F
floor-id|SODA1F4_VAV_MX|4
max discharge air pressure sensor|SODA1F4_VAV_MX|VAV_MX
site|SODA1F4_VAV_MX|SOD
ahu|SODA1F5_VAV_AV|A
ahu-id|SODA1F5_VAV_AV|1
avg discharge air pressure sensor|SODA1F5_VAV_AV|VAV_AV
floor|SODA1F5_VAV_AV|F
floor-id|SODA1F5_VAV_AV|5
site|SODA1F5_VAV_AV|SOD
ahu|SODA1F5_VAV_MN|A
ahu-id|SODA1F5_VAV_MN|1
floor|SODA1F5_VAV_MN|F
floor-id|SODA1F5_VAV_MN|5
min discharge air pressure sensor|SODA1F5_VAV_MN|VAV_MN
site|SODA1F5_VAV_MN|SOD
ahu|SODA1F5_VAV_MX|A
ahu-id|SODA1F5_VAV_MX|1
floor|SODA1F5_VAV_MX|F
floor-id|SODA1F5_VAV_MX|5
max discharge air pressure sensor|SODA1F5_VAV_MX|VAV_MX
site|SODA1F5_VAV_MX|SOD
ahu|SODA1R184__AGN|A
ahu-id|SODA1R184__AGN|1
pid loop gain|SODA1R184__AGN|AGN
room|SODA1R184__AGN|R
room-id|SODA1R184__AGN|184
site|SODA1R184__AGN|SOD
ahu|SODA1R184__ARS|A
ahu-id|SODA1R184__ARS|1
room|SODA1R184__ARS|R
room temp setpoint|SODA1R184__ARS|ARS
room-id|SODA1R184__ARS|184
site|SODA1R184__ARS|SOD
ahu|SODA1R184__ART|A
ahu-id|SODA1R184__ART|1
room|SODA1R184__ART|R
room temp|SODA1R184__ART|ART
room-id|SODA1R184__ART|184
site|SODA1R184__ART|SOD
ahu|SODA1R184__ASO|A
ahu-id|SODA1R184__ASO|1
room|SODA1R184__ASO|R
room-id|SODA1R184__ASO|184
site|SODA1R184__ASO|SOD
temp setpoint off|SODA1R184__ASO|ASO
ahu|SODA1R184__VAV|A
ahu-id|SODA1R184__VAV|1
discharge air pressure sensor|SODA1R184__VAV|VAV
room|SODA1R184__VAV|R
room-id|SODA1R184__VAV|184
site|SODA1R184__VAV|SOD
ahu|SODA1R187A_AGN|A
ahu-id|SODA1R187A_AGN|1
pid loop gain|SODA1R187A_AGN|AGN
room|SODA1R187A_AGN|R
room-id|SODA1R187A_AGN|187A
site|SODA1R187A_AGN|SOD
ahu|SODA1R187A_ARS|A
ahu-id|SODA1R187A_ARS|1
room|SODA1R187A_ARS|R
room temp setpoint|SODA1R187A_ARS|ARS
room-id|SODA1R187A_ARS|187A
site|SODA1R187A_ARS|SOD
ahu|SODA1R187A_ART|A
ahu-id|SODA1R187A_ART|1
room|SODA1R187A_ART|R
room temp|SODA1R187A_ART|ART
room-id|SODA1R187A_ART|187A
site|SODA1R187A_ART|SOD
ahu|SODA1R187A_ASO|A
ahu-id|SODA1R187A_ASO|1
room|SODA1R187A_ASO|R
room-id|SODA1R187A_ASO|187A
site|SODA1R187A_ASO|SOD
temp setpoint off|SODA1R187A_ASO|ASO
ahu|SODA1R187A_VAV|A
ahu-id|SODA1R187A_VAV|1
discharge air pressure sensor|SODA1R187A_VAV|VAV
room|SODA1R187A_VAV|R
room-id|SODA1R187A_VAV|187A
site|SODA1R187A_VAV|SOD
ahu|SODA1R187__AGN|A
ahu-id|SODA1R187__AGN|1
pid loop gain|SODA1R187__AGN|AGN
room|SODA1R187__AGN|R
room-id|SODA1R187__AGN|187
site|SODA1R187__AGN|SOD
ahu|SODA1R187__ARS|A
ahu-id|SODA1R187__ARS|1
room|SODA1R187__ARS|R
room temp setpoint|SODA1R187__ARS|ARS
room-id|SODA1R187__ARS|187
site|SODA1R187__ARS|SOD
ahu|SODA1R187__ART|A
