SODA1C400C_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:400C, site:SOD
SODA1C400C_ASO|ahu:A, ahu-id:1, room:C, room-id:400C, site:SOD, temp setpoint off:ASO
SODA1C400C_VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:C, room-id:400C, site:SOD
SODA1C500A_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:C, room-id:500A, site:SOD
SODA1C500A_ARS|ahu:A, ahu-id:1, room:C, room temp setpoint:ARS, room-id:500A, site:SOD
SODA1C500A_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:500A, site:SOD
SODA1C500A_ASO|ahu:A, ahu-id:1, room:C, room-id:500A, site:SOD, temp setpoint off:ASO
SODA1C500B_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:C, room-id:500B, site:SOD
SODA1C500B_ARS|ahu:A, ahu-id:1, room:C, room temp setpoint:ARS, room-id:500B, site:SOD
SODA1C500B_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:500B, site:SOD
SODA1C500B_ASO|ahu:A, ahu-id:1, room:C, room-id:500B, site:SOD, temp setpoint off:ASO
SODA1C600A_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:C, room-id:600A, site:SOD
SODA1C600A_ARS|ahu:A, ahu-id:1, room:C, room temp setpoint:ARS, room-id:600A, site:SOD
SODA1C600A_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:600A, site:SOD
SODA1C600A_ASO|ahu:A, ahu-id:1, room:C, room-id:600A, site:SOD, temp setpoint off:ASO
SODA1C600B_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:C, room-id:600B, site:SOD
SODA1C600B_ARS|ahu:A, ahu-id:1, room:C, room temp setpoint:ARS, room-id:600B, site:SOD
SODA1C600B_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:600B, site:SOD
SODA1C600B_ASO|ahu:A, ahu-id:1, room:C, room-id:600B, site:SOD, temp setpoint off:ASO
SODA1C700ARVAV|ahu:A, ahu-id:1, room:C, room-id:700A, site:SOD, vav reheat discharge air pressure sensor:RVAV
SODA1C700A_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:C, room-id:700A, site:SOD
SODA1C700A_ARS|ahu:A, ahu-id:1, room:C, room temp setpoint:ARS, room-id:700A, site:SOD
SODA1C700A_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:700A, site:SOD
SODA1C700A_ASO|ahu:A, ahu-id:1, room:C, room-id:700A, site:SOD, temp setpoint off:ASO
SODA1C700BRVAV|ahu:A, ahu-id:1, room:C, room-id:700B, site:SOD, vav reheat discharge air pressure sensor:RVAV
SODA1C700B_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:C, room-id:700B, site:SOD
SODA1C700B_ARS|ahu:A, ahu-id:1, room:C, room temp setpoint:ARS, room-id:700B, site:SOD
SODA1C700B_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:700B, site:SOD
SODA1C700B_ASO|ahu:A, ahu-id:1, room:C, room-id:700B, site:SOD, temp setpoint off:ASO
SODA1C700CRVAV|ahu:A, ahu-id:1, room:C, room-id:700C, site:SOD, vav reheat discharge air pressure sensor:RVAV
SODA1C700C_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:C, room-id:700C, site:SOD
SODA1C700C_ARS|ahu:A, ahu-id:1, room:C, room temp setpoint:ARS, room-id:700C, site:SOD
SODA1C700C_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:700C, site:SOD
SODA1C700C_ASO|ahu:A, ahu-id:1, room:C, room-id:700C, site:SOD, temp setpoint off:ASO
SODA1C700DRVAV|ahu:A, ahu-id:1, room:C, room-id:700D, site:SOD, vav reheat discharge air pressure sensor:RVAV
SODA1C700D_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:C, room-id:700D, site:SOD
SODA1C700D_ARS|ahu:A, ahu-id:1, room:C, room temp setpoint:ARS, room-id:700D, site:SOD
SODA1C700D_ART|ahu:A, ahu-id:1, room:C, room temp:ART, room-id:700D, site:SOD
SODA1C700D_ASO|ahu:A, ahu-id:1, room:C, room-id:700D, site:SOD, temp setpoint off:ASO
SODA1E12DP_STA|ahu:A, ahu-id:1, differential pressure status sensor:DP_STA, exhaust fan:E, exhaust fan-id:12, site:SOD
SODA1E12_F_CFM|ahu:A, ahu-id:1, exhaust fan:E, exhaust fan-id:12, filtered air volume:F_CFM, site:SOD
SODA1E12___CFM|ahu:A, ahu-id:1, air volume:CFM, exhaust fan:E, exhaust fan-id:12, site:SOD
SODA1E12___RAT|ahu:A, ahu-id:1, exhaust fan:E, exhaust fan-id:12, return air temp:RAT, site:SOD
SODA1E12___SPR|ahu:A, ahu-id:1, exhaust fan:E, exhaust fan-id:12, fan speed reset:SPR, site:SOD
SODA1E12___S_S|ahu:A, ahu-id:1, exhaust fan:E, exhaust fan-id:12, site:SOD, start stop sensor:S_S
SODA1E13DP_STA|ahu:A, ahu-id:1, differential pressure status sensor:DP_STA, exhaust fan:E, exhaust fan-id:13, site:SOD
SODA1E13_F_CFM|ahu:A, ahu-id:1, exhaust fan:E, exhaust fan-id:13, filtered air volume:F_CFM, site:SOD
SODA1E13___CFM|ahu:A, ahu-id:1, air volume:CFM, exhaust fan:E, exhaust fan-id:13, site:SOD
SODA1E13___SPR|ahu:A, ahu-id:1, exhaust fan:E, exhaust fan-id:13, fan speed reset:SPR, site:SOD
SODA1E13___S_S|ahu:A, ahu-id:1, exhaust fan:E, exhaust fan-id:13, site:SOD, start stop sensor:S_S
SODA1F1_VAV_AV|ahu:A, ahu-id:1, avg discharge air pressure sensor:VAV_AV, floor:F, floor-id:1, site:SOD
SODA1F1_VAV_MN|ahu:A, ahu-id:1, floor:F, floor-id:1, min discharge air pressure sensor:VAV_MN, site:SOD
SODA1F1_VAV_MX|ahu:A, ahu-id:1, floor:F, floor-id:1, max discharge air pressure sensor:VAV_MX, site:SOD
SODA1F2_VAV_AV|ahu:A, ahu-id:1, avg discharge air pressure sensor:VAV_AV, floor:F, floor-id:2, site:SOD
SODA1F2_VAV_MN|ahu:A, ahu-id:1, floor:F, floor-id:2, min discharge air pressure sensor:VAV_MN, site:SOD
SODA1F2_VAV_MX|ahu:A, ahu-id:1, floor:F, floor-id:2, max discharge air pressure sensor:VAV_MX, site:SOD
SODA1F3_VAV_AV|ahu:A, ahu-id:1, avg discharge air pressure sensor:VAV_AV, floor:F, floor-id:3, site:SOD
SODA1F3_VAV_MN|ahu:A, ahu-id:1, floor:F, floor-id:3, min discharge air pressure sensor:VAV_MN, site:SOD
SODA1F3_VAV_MX|ahu:A, ahu-id:1, floor:F, floor-id:3, max discharge air pressure sensor:VAV_MX, site:SOD
SODA1F4_VAV_AV|ahu:A, ahu-id:1, avg discharge air pressure sensor:VAV_AV, floor:F, floor-id:4, site:SOD
SODA1F4_VAV_MN|ahu:A, ahu-id:1, floor:F, floor-id:4, min discharge air pressure sensor:VAV_MN, site:SOD
SODA1F4_VAV_MX|ahu:A, ahu-id:1, floor:F, floor-id:4, max discharge air pressure sensor:VAV_MX, site:SOD
SODA1F5_VAV_AV|ahu:A, ahu-id:1, avg discharge air pressure sensor:VAV_AV, floor:F, floor-id:5, site:SOD
SODA1F5_VAV_MN|ahu:A, ahu-id:1, floor:F, floor-id:5, min discharge air pressure sensor:VAV_MN, site:SOD
SODA1F5_VAV_MX|ahu:A, ahu-id:1, floor:F, floor-id:5, max discharge air pressure sensor:VAV_MX, site:SOD
SODA1R184__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:184, site:SOD
SODA1R184__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:184, site:SOD
SODA1R184__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:184, site:SOD
SODA1R184__ASO|ahu:A, ahu-id:1, room:R, room-id:184, site:SOD, temp setpoint off:ASO
SODA1R184__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:184, site:SOD
SODA1R187A_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:187A, site:SOD
SODA1R187A_ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:187A, site:SOD
SODA1R187A_ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:187A, site:SOD
SODA1R187A_ASO|ahu:A, ahu-id:1, room:R, room-id:187A, site:SOD, temp setpoint off:ASO
SODA1R187A_VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:187A, site:SOD
SODA1R187__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:187, site:SOD
SODA1R187__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:187, site:SOD
SODA1R187__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:187, site:SOD
SODA1R187__ASO|ahu:A, ahu-id:1, room:R, room-id:187, site:SOD, temp setpoint off:ASO
SODA1R187__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:187, site:SOD
SODA1R190A_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:190A, site:SOD
SODA1R190A_ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:190A, site:SOD
SODA1R190A_ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:190A, site:SOD
SODA1R190A_ASO|ahu:A, ahu-id:1, room:R, room-id:190A, site:SOD, temp setpoint off:ASO
SODA1R190A_VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:190A, site:SOD
SODA1R190B_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:190B, site:SOD
SODA1R190B_ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:190B, site:SOD
SODA1R190B_ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:190B, site:SOD
SODA1R190B_ASO|ahu:A, ahu-id:1, room:R, room-id:190B, site:SOD, temp setpoint off:ASO
SODA1R190B_VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:190B, site:SOD
SODA1R252__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:252, site:SOD
SODA1R252__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:252, site:SOD
SODA1R252__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:252, site:SOD
SODA1R252__ASO|ahu:A, ahu-id:1, room:R, room-id:252, site:SOD, temp setpoint off:ASO
SODA1R252__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:252, site:SOD
SODA1R271__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:271, site:SOD
SODA1R271__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:271, site:SOD
SODA1R271__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:271, site:SOD
SODA1R271__ASO|ahu:A, ahu-id:1, room:R, room-id:271, site:SOD, temp setpoint off:ASO
SODA1R271__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:271, site:SOD
SODA1R273__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:273, site:SOD
SODA1R273__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:273, site:SOD
SODA1R273__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:273, site:SOD
SODA1R273__ASO|ahu:A, ahu-id:1, room:R, room-id:273, site:SOD, temp setpoint off:ASO
SODA1R273__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:273, site:SOD
SODA1R275__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:275, site:SOD
SODA1R275__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:275, site:SOD
SODA1R275__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:275, site:SOD
SODA1R275__ASO|ahu:A, ahu-id:1, room:R, room-id:275, site:SOD, temp setpoint off:ASO
SODA1R275__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:275, site:SOD
SODA1R277__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:277, site:SOD
SODA1R277__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:277, site:SOD
SODA1R277__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:277, site:SOD
SODA1R277__ASO|ahu:A, ahu-id:1, room:R, room-id:277, site:SOD, temp setpoint off:ASO
SODA1R277__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:277, site:SOD
SODA1R280__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:280, site:SOD
SODA1R280__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:280, site:SOD
SODA1R280__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:280, site:SOD
SODA1R280__ASO|ahu:A, ahu-id:1, room:R, room-id:280, site:SOD, temp setpoint off:ASO
SODA1R280__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:280, site:SOD
SODA1R283E_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:283E, site:SOD
SODA1R283E_ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:283E, site:SOD
SODA1R283E_ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:283E, site:SOD
SODA1R283E_ASO|ahu:A, ahu-id:1, room:R, room-id:283E, site:SOD, temp setpoint off:ASO
SODA1R283E_VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:283E, site:SOD
SODA1R284__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:284, site:SOD
SODA1R284__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:284, site:SOD
SODA1R284__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:284, site:SOD
SODA1R284__ASO|ahu:A, ahu-id:1, room:R, room-id:284, site:SOD, temp setpoint off:ASO
SODA1R284__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:284, site:SOD
SODA1R287__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:287, site:SOD
SODA1R287__ALM|ahu:A, ahu-id:1, alarm variable:ALM, room:R, room-id:287, site:SOD
SODA1R287__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:287, site:SOD
SODA1R287__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:287, site:SOD
SODA1R287__ASO|ahu:A, ahu-id:1, room:R, room-id:287, site:SOD, temp setpoint off:ASO
SODA1R287__TMR|ahu:A, ahu-id:1, room:R, room-id:287, site:SOD, timer variable:TMR
SODA1R287__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:287, site:SOD
SODA1R288__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:288, site:SOD
SODA1R288__ALM|ahu:A, ahu-id:1, alarm variable:ALM, room:R, room-id:288, site:SOD
SODA1R288__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:288, site:SOD
SODA1R288__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:288, site:SOD
SODA1R288__ASO|ahu:A, ahu-id:1, room:R, room-id:288, site:SOD, temp setpoint off:ASO
SODA1R288__TMR|ahu:A, ahu-id:1, room:R, room-id:288, site:SOD, timer variable:TMR
SODA1R288__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:288, site:SOD
SODA1R290__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:290, site:SOD
SODA1R290__ALM|ahu:A, ahu-id:1, alarm variable:ALM, room:R, room-id:290, site:SOD
SODA1R290__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:290, site:SOD
SODA1R290__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:290, site:SOD
SODA1R290__ASO|ahu:A, ahu-id:1, room:R, room-id:290, site:SOD, temp setpoint off:ASO
SODA1R290__TMR|ahu:A, ahu-id:1, room:R, room-id:290, site:SOD, timer variable:TMR
SODA1R290__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:290, site:SOD
SODA1R310__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:310, site:SOD
SODA1R310__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:310, site:SOD
SODA1R310__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:310, site:SOD
SODA1R310__ASO|ahu:A, ahu-id:1, room:R, room-id:310, site:SOD, temp setpoint off:ASO
SODA1R310__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:310, site:SOD
SODA1R316__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:316, site:SOD
SODA1R316__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:316, site:SOD
SODA1R316__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:316, site:SOD
SODA1R316__ASO|ahu:A, ahu-id:1, room:R, room-id:316, site:SOD, temp setpoint off:ASO
SODA1R316__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:316, site:SOD
SODA1R320__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:320, site:SOD
SODA1R320__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:320, site:SOD
SODA1R320__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:320, site:SOD
SODA1R320__ASO|ahu:A, ahu-id:1, room:R, room-id:320, site:SOD, temp setpoint off:ASO
SODA1R320__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:320, site:SOD
SODA1R326__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:326, site:SOD
SODA1R326__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:326, site:SOD
SODA1R326__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:326, site:SOD
SODA1R326__ASO|ahu:A, ahu-id:1, room:R, room-id:326, site:SOD, temp setpoint off:ASO
SODA1R326__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:326, site:SOD
SODA1R330A_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:330A, site:SOD
SODA1R330A_ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:330A, site:SOD
SODA1R330A_ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:330A, site:SOD
SODA1R330A_ASO|ahu:A, ahu-id:1, room:R, room-id:330A, site:SOD, temp setpoint off:ASO
SODA1R330A_VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:330A, site:SOD
SODA1R330B_AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:330B, site:SOD
SODA1R330B_ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:330B, site:SOD
SODA1R330B_ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:330B, site:SOD
SODA1R330B_ASO|ahu:A, ahu-id:1, room:R, room-id:330B, site:SOD, temp setpoint off:ASO
SODA1R330B_VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:330B, site:SOD
SODA1R336__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:336, site:SOD
SODA1R336__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:336, site:SOD
SODA1R336__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:336, site:SOD
SODA1R336__ASO|ahu:A, ahu-id:1, room:R, room-id:336, site:SOD, temp setpoint off:ASO
SODA1R336__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:336, site:SOD
SODA1R340__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:340, site:SOD
SODA1R340__ALM|ahu:A, ahu-id:1, alarm variable:ALM, room:R, room-id:340, site:SOD
SODA1R340__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:340, site:SOD
SODA1R340__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:340, site:SOD
SODA1R340__ASO|ahu:A, ahu-id:1, room:R, room-id:340, site:SOD, temp setpoint off:ASO
SODA1R340__TMR|ahu:A, ahu-id:1, room:R, room-id:340, site:SOD, timer variable:TMR
SODA1R340__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:340, site:SOD
SODA1R342__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:342, site:SOD
SODA1R342__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:342, site:SOD
SODA1R342__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:342, site:SOD
SODA1R342__ASO|ahu:A, ahu-id:1, room:R, room-id:342, site:SOD, temp setpoint off:ASO
SODA1R342__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:342, site:SOD
SODA1R352__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:352, site:SOD
SODA1R352__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:352, site:SOD
SODA1R352__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:352, site:SOD
SODA1R352__ASO|ahu:A, ahu-id:1, room:R, room-id:352, site:SOD, temp setpoint off:ASO
SODA1R352__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:352, site:SOD
SODA1R364__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:364, site:SOD
SODA1R364__ARS|ahu:A, ahu-id:1, room:R, room temp setpoint:ARS, room-id:364, site:SOD
SODA1R364__ART|ahu:A, ahu-id:1, room:R, room temp:ART, room-id:364, site:SOD
SODA1R364__ASO|ahu:A, ahu-id:1, room:R, room-id:364, site:SOD, temp setpoint off:ASO
SODA1R364__VAV|ahu:A, ahu-id:1, discharge air pressure sensor:VAV, room:R, room-id:364, site:SOD
SODA1R369__AGN|ahu:A, ahu-id:1, pid loop gain:AGN, room:R, room-id:369, site:SOD
